X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID
-123.01167,42.0697200000001,6574,ACORN WOMAN PEAK,16988201,2023/07/24 18:39:44+00,3246801C,353213,4964,"This site is next to squaw peak fire lookout struture.
Requires FS key to access site.",42.06972,-123.01167,OR,Jackson,USFS,06,ROGUE RIVER/SISKIYOU,APPLEGATE,A,6.69 inches,6 mph,9 degrees ,70 deg. F,102 deg. F ,41 % ,13.4 volts,10 (unk),32 degrees,12 mph,868 w/m2,16988201
-94.11639,32.65833,6575,CADDO LAKE,17341987,2023/07/24 17:11:04+00,83740518,411901,200,"The RAWS is located in a small clearing surrounded by Pineforest. Within the clearing exists grasses up to 3 feet inheight AGL. There are few shrubs, up to 5 feet in heightAGL. Pine trees surround the cleared area. There is a slightdownhill slope from the entrance road to the RAWS.",32.65833,-94.11639,TX,Harrison,FWS,REGION 2,CADDO LAKE NWR,CADDO LAKE NWR,A,31.29 inches,1 mph,164 degrees ,94 deg. F,117 deg. F ,42 % ,13.9 volts,8.9 (unk),39 degrees,6 mph,807 w/m2,17341987
-95.56792,28.86472,6576,SAN BERNARD NWR,17761824,2023/07/24 18:29:03+00,837544E8,418302,14,"LAND IS FLAT AS FAR AS THE EYE CAN SEE. BACAHARIS, CHINEESEE TALLOW, HIGH TIDE GRASS AND GULF CORD GRASS ARE PRIMARY COVER. NO LEGAL IN TEXAS.",28.86472,-95.56792,TX,Brazoria,FWS,REGION 2,SAN BERNARD NWR,SAN BERNARD NWR,A,5.87 inches,9 mph,139 degrees ,95 deg. F,114 deg. F ,58 % ,13.1 volts,8 (unk),142 degrees,15 mph,892 w/m2,17761824
-120.80298,35.8644,6577,BRADLEY,17375267,2023/07/24 17:12:54+00,CA25A28C,044303,537,East side of town of Bradley behind Fire Station.,35.8644,-120.80298,CA,Monterey,S&PF,CALIFORNIA,CDF,SANBEN/MONTEREY UNIT,A,19.18 inches,4 mph,258 degrees ,71 deg. F,75 deg. F ,58 % ,13.5 volts,11.2 (unk),270 degrees,8 mph,519 w/m2,17375266
-121.10935,35.5953700000001,6578,SAN SIMEON,18975508,2023/07/24 18:33:34+00,32B53688,044917,228,,35.59537,-121.10935,CA,San Luis Obispo,S&PF,CALIFORNIA,CDF,,A,35.53 inches,5 mph,256 degrees ,63 deg. F,78 deg. F ,73 % ,13.5 volts,15.3 (unk),258 degrees,10 mph,643 w/m2,18975507
-84.8932599999999,30.1243900000001,6579,APALACH PORTABLE,17489900,1900/01/01 00:00:00+00,329324DE,,40,,30.12439,-84.89326,FL,Liberty,USFS,08,NF'S IN FLORIDA,APALACHACOLA NF,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17489894
-120.10861,48.6191700000001,6580,FIRST BUTTE,16982341,2023/07/24 18:36:44+00,3249A062,452006,5509,"FIRE WX FORECAST ZONE: 685
STATION SITS ON TOP OF LARGE GRANITE ROCK CROPPING,  THIS
CONTRIBUTES TO HIGHER THAN AMBIENT AIR TEMP READINGS.",48.61917,-120.10861,WA,Okanogan,USFS,06,OKANOGAN/WENATCHEE,METHOW,A,2.58 inches,6 mph,215 degrees ,69 deg. F,83 deg. F ,28 % ,13.7 volts,4.8 (unk),189 degrees,14 mph,702 w/m2,16982340
-120.67556,47.2575000000001,6581,SWAUK,16997185,2023/07/24 17:07:53+00,3245B288,452219,3480,FIRE WX FORECAST ZONE: 677,47.2575,-120.67556,WA,Kittitas,USFS,06,OKANOGAN/WENATCHEE,CLE ELUM,A,6.2 inches,6 mph,170 degrees ,71 deg. F,79 deg. F ,36 % ,13.5 volts,9 (unk),157 degrees,13 mph,687 w/m2,16997184
-120.53972,47.72722,6582,DRY CREEK,16996670,2023/07/24 18:37:04+00,323814BA,452134,3661,FIRE WX FORECAST ZONE: 677,47.72722,-120.53972,WA,Chelan,USFS,06,OKANOGAN/WENATCHEE,WENATCHEE RIVER,A,7.24 inches,14 mph,333 degrees ,68 deg. F,79 deg. F ,39 % ,14.2 volts,7.1 (unk),312 degrees,27 mph,748 w/m2,16996669
-120.24139,48.025,6583,CAMP 4,16996929,2023/07/24 18:26:24+00,3245A1FE,452132,3156,,48.025,-120.24139,WA,Chelan,USFS,06,OKANOGAN/WENATCHEE,CHELAN,A,8.56 inches,3 mph,260 degrees ,79 deg. F,93 deg. F ,28 % ,13.3 volts,6 (unk),268 degrees,8 mph,672 w/m2,16996928
-120.10444,48.1155600000001,6584,DOUGLAS INGRAM RIDGE,16982079,2023/07/24 17:06:14+00,3246936A,452035,3566,FIRE WX FORECAST ZONE: 684,48.11556,-120.10444,WA,Okanogan,USFS,06,OKANOGAN/WENATCHEE,METHOW,A,.28 inches,2 mph,53 degrees ,78 deg. F,93 deg. F ,28 % ,13.4 volts,5.8 (unk),49 degrees,7 mph,670 w/m2,16982078
-108.04064,33.00393,6585,GILA QD2,18115370,2023/07/24 17:07:44+00,AAC4141C,,7196,"Located on the West end of the Northstar Helispot. 

Access via FS Road 150 (Northstar Road) then FSR 4080-B.",33.00393,-108.04064,NM,Grant,USFS,03,GILA NF,00,A,1.15 inches,7 mph,160 degrees ,80 deg. F,94 deg. F ,22 % ,13.1 volts,4.2 (unk),79 degrees,15 mph,858 w/m2,18115366
-120.24315,47.73258,6586,ENTIAT,18493980,2023/07/24 18:35:44+00,3335C016,452138,2825,,47.73258,-120.24315,WA,Chelan,USFS,06,OKANOGAN/WENATCHEE,ENTIAT,A,6.51 inches,14 mph,257 degrees ,79 deg. F,86 deg. F ,27 % ,13.3 volts,5.1 (unk),261 degrees,31 mph,680 w/m2,18493978
-120.89028,47.8552800000001,6587,VIEWPOINT,16996418,2023/07/24 20:04:04+00,323807CC,452128,3695,FIRE WEATHER FORECAST ZONE: 682,47.85528,-120.89028,WA,Chelan,USFS,06,OKANOGAN/WENATCHEE,WENATCHEE RIVER,A,13.53 inches,3 mph,264 degrees ,62 deg. F,64 deg. F ,57 % ,13.7 volts,7.9 (unk),56 degrees,10 mph,288 w/m2,16996415
-81.4294399999999,30.91722,6588,STAFFORD,17475359,2023/07/24 17:19:24+00,FA65A70E,099902,25,,30.91722,-81.42944,GA,,NPS,SOUTHEAST,CUMBERLAND ISLAND NS,,A,14.81 inches,5 mph,241 degrees ,91 deg. F,110 deg. F ,61 % ,13.1 volts,9.5 (unk),224 degrees,10 mph,913 w/m2,17475359
-120.14194,48.42528,6589,NCSB,16982845,2023/07/24 17:06:24+00,3249C584,452030,1697,"VALLEY
FIRE WX FORECAST ZONE: 684",48.42528,-120.14194,WA,Okanogan,USFS,06,OKANOGAN/WENATCHEE,METHOW,A,.75 inches,2 mph,265 degrees ,84 deg. F,96 deg. F ,22 % ,13.7 volts,5.7 (unk),337 degrees,8 mph,664 w/m2,16982844
-121.08444,46.9675,6591,SAWMILL FLATS,16997432,2023/07/24 18:25:34+00,3245C418,452221,3000,,46.9675,-121.08444,WA,Yakima,USFS,06,OKANOGAN/WENATCHEE,NACHES,A,.87 inches,4 mph,275 degrees ,71 deg. F,76 deg. F ,39 % ,13.6 volts,10.2 (unk),310 degrees,12 mph,380 w/m2,16997432
-105.4135,39.94883,6592,ARF1 PORTABLE,17492805,1900/01/01 00:00:00+00,328DB24A,050598,7988,,39.94883,-105.4135,CO,Boulder,USFS,02,ARAPAHO/ROOSEVELT NF,ARF Portable,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17492800
-120.00333,48.2505600000001,6593,LEECHER,16983616,2023/07/24 18:25:23+00,326284C8,452020,4991,FIRE WX FORECAST ZONE: 685,48.25056,-120.00333,WA,Okanogan,USFS,06,OKANOGAN/WENATCHEE,METHOW,A,5.89 inches,5 mph,214 degrees ,70 deg. F,85 deg. F ,31 % ,13.4 volts,5.9 (unk),217 degrees,11 mph,634 w/m2,16983615
-93.895,35.1427800000001,6595,BOONEVILLE,17125166,2023/07/24 20:02:44+00,3334B47C,033001,343,"Station is located at the Cold Springs R.D. in the town ofBooneville, AR.; south side of Hwy 10, on the east side oftown behind the office. No problem accessing the site.Ground is soft after a rain.",35.14278,-93.895,AR,Logan,USFS,08,OUACHITA NF,COLD SPRINGS R.D.,A,26.32 inches,4 mph,10 degrees ,96 deg. F,108 deg. F ,37 % ,13.3 volts,6.8 (unk),338 degrees,8 mph,866 w/m2,17125166
-123.23339,42.2901900000001,6596,PROVOLT SEED ORCHARD,16856900,2023/07/24 19:59:28+00,3267738C,353120,1180,"STATION LOCATED IN APPLEGATE VALLEY, TERRAIN IS FLAT.
LOCATED 30 YDS SOUTH OF SMALL STREAM AND 60 YDS N. HWY 238.
MOUNTAINS ON ALL SIDES OF VALLEY, RUNNING N.W. TO S.E..
THE APPLEGATE RIVER IS APPROX. 1/2 MILE TO THE NORTHEAST.
SURROUNDING GROUND VEGITATION CONSISTS OF VARIOUS GRASSES.",42.29019,-123.23339,OR,Josephine,BLM,R9 Columbia Pac NW,MEDFORD,OR & CA RR PROP,A,11.74 inches,7 mph,327 degrees ,83 deg. F,NO DATA,26 % ,13.4 volts,NO DATA,307 degrees,14 mph,894 w/m2,16856900
-114.38194,35.23233,6601,UNION PASS,16791859,2023/07/24 19:52:35+00,325962E2,020116,3590,"Station sits just below halfway down a steep southern slope.
Slope is located approx. 20 miles west of Kingman and north
of hwy. 68 by about 1 mile.  There is a large rock wall and
bowl 1/2 mile west of the station. Summit above Colorado
River is 1 mile West.",35.23233,-114.38194,AZ,Mohave,BLM,R8 Lower CO Basin,COLORADO RIVER,WASHINGTON D.C.,A,6.52 inches,8 mph,200 degrees ,99 deg. F,NO DATA,20 % ,13.1 volts,NO DATA,196 degrees,18 mph,962 w/m2,16791859
-80.17922,37.55742,6602,CRAIG VALLEY,17048617,2023/07/24 17:07:44+00,3289B770,444002,2702,"Potts Mountain site
FIRE WX ZONE:  13
NEW CASTLE RANGER DISTRICT OFFICE",37.55742,-80.17922,VA,Craig,USFS,08,G.WASH & JEFFERSON,NEW CASTLE RD,A,27.05 inches,1 mph,20 degrees ,79 deg. F,87 deg. F ,63 % ,13.3 volts,13.1 (unk),14 degrees,4 mph,534 w/m2,17048617
-116.20833,43.5650000000001,6603,UWF-2 PORTABLE,17443379,1900/01/01 00:00:00+00,3288D06C,,2865,,43.565,-116.20833,ID,Ada,USFS,04,WASATCH NF,,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17443375
-114.73228,34.06075,6604,RICE VALLEY,16801842,2023/07/24 19:50:54+00,3277F206,045620,831,"STATION SITS IN BARREN DESERT AREA WITH HIGH MOUNTAINS IN
VARIOUS DIRECTIONS. THERE ARE SCATTERED DESERT SCRUBS IN
THIS AREA",34.06075,-114.73228,CA,Riverside,BLM,R8 Lower CO Basin,CA DESERT DISTRICT,WASHINGTON D.C.,A,1.51 inches,6 mph,224 degrees ,111 deg. F,NO DATA,17 % ,13.2 volts,NO DATA,123 degrees,13 mph,1028 w/m2,16801842
-113.54306,35.515,6605,AZTCA_PORT1,17463351,2023/07/24 17:16:54+00,521416A6,,4470,,35.515,-113.54306,AZ,Mohave,BIA,Western,Truxton Canyon Agen.,,A,1.23 inches,5 mph,359 degrees ,91 deg. F,112 deg. F ,30 % ,13.1 volts,9.1 (unk),28 degrees,9 mph,245 w/m2,17463351
-113.89406,35.0339700000001,6606,MOSS BASIN,16793396,2023/07/24 17:23:05+00,3258B670,020115,5920,"SITE SITS IN 1 MILE ROUND BASIN ON KNOB IN BOTTOM LIP
OF BASIN 1500' HIGHER. NO WATER DRAINAGE IN BASIN BOTTOM.
TERRAIN HAS THICK MIXED DESERT SHRUB THROUHOUT THE CANYON.",35.03397,-113.89406,AZ,Mohave,BLM,R8 Lower CO Basin,COLORADO RIVER,WASHINGTON D.C.,A,8.94 inches,5 mph,211 degrees ,83 deg. F,NO DATA,33 % ,13.3 volts,NO DATA,240 degrees,18 mph,612 w/m2,16793396
-76.51444,35.73722,6607,POCOSIN LAKES,17173279,2023/07/24 17:17:45+00,8376E31E,315201,6,,35.73722,-76.51444,NC,Washington,FWS,REGION 4,POCOSIN LAKES NWR,,A,25.89 inches,5 mph,55 degrees ,86 deg. F,NO DATA,68 % ,13.3 volts,NO DATA,83 degrees,10 mph,822 w/m2,17173279
-119.5678,37.01514,6608,HURLEY,17094960,2023/07/24 18:27:34+00,CA2574E4,044517,1228,Oak woodland being grazed by cattle.  Located behind HurleyFFS.,37.01514,-119.5678,CA,Fresno,S&PF,CALIFORNIA,CDF,FRESNO-KINGS UNIT,A,33.65 inches,4 mph,187 degrees ,90 deg. F,97 deg. F ,32 % ,13.2 volts,6 (unk),170 degrees,10 mph,495 w/m2,17094959
-113.05501,35.84551,6609,FRAZIER WELLS,17220402,2023/07/24 18:27:44+00,5212A5E6,020213,6796,"SITE IS LOCATED S.E. OF LOOKOUT TOWER, 50 FT. BEHIND
MAINTENANCE BLDG. TREES ARE S. W. AND E. OF STATION, TREE
LINE 150 FT. SURROUNDED BY PINION PINE.",35.84551,-113.05501,AZ,Coconino,BIA,Western,Truxton Canyon Agen.,,A,6.67 inches,12 mph,227 degrees ,83 deg. F,NO DATA,33 % ,13.4 volts,NO DATA,225 degrees,17 mph,927 w/m2,17220402
-93.40278,29.8888900000001,6611,SABINE,17386277,2023/07/24 19:49:54+00,837817F2,235643,6,"Sabine RAWS is located in a 125,000 acre saltwater marsh,the station is on a levee, the highest point at 3 foot elv.There are little to no trees",29.88889,-93.40278,LA,Cameron,FWS,REGION 4,SABINE NWR,SABINE NWR,A,26.36 inches,7 mph,150 degrees ,93 deg. F,NO DATA,48 % ,13.1 volts,NO DATA,79 degrees,11 mph,572 w/m2,17386277
-112.34556,34.2033300000001,6612,CROWN KING,17014322,2023/07/24 18:27:34+00,325E30AA,020502,6078,"NWS FLAGSTAFF FIRE WX ZONE: 108
MIDSLOPE SITE",34.20333,-112.34556,AZ,Yavapai,USFS,03,PRESCOTT NF,BRADSHAW RD,A,18.19 inches,3 mph,220 degrees ,91 deg. F,108 deg. F ,24 % ,13.1 volts,7 (unk),247 degrees,11 mph,849 w/m2,17014322
-116.20833,43.5650000000001,6613,KNF98 PORTABLE,18130489,1900/01/01 00:00:00+00,32D527CC,,2865,Set initially headquarters to verify functions,43.565,-116.20833,ID,Ada,USFS,05,KLAMATH NF,GOOSENEST RD,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18130486
-118.86902,36.2311800000001,6614,MILO,17290284,2023/07/24 18:27:44+00,CA258460,043706,1923,RAWS was moved on 11/18/2009 due to landowner request. Siteis now 600 ft southeast of original location. The locationis now more open pasture bordered on the west and north withoak woodland. It is more exposed and near the upper end ofthe watershed.,36.23118,-118.86902,CA,Tulare,S&PF,CALIFORNIA,CDF,TULARE UNIT,A,33.55 inches,5 mph,247 degrees ,93 deg. F,113 deg. F ,25 % ,13.1 volts,4.1 (unk),237 degrees,12 mph,845 w/m2,17290283
-119.47572,36.8837,6615,FANCHER CREEK,17093424,2023/07/24 20:00:44+00,CA22503C,044516,916,Site is in transition zone between grassland/agricultureand foothill woodland,36.8837,-119.47572,CA,Fresno,S&PF,CALIFORNIA,CDF,FRESNO-KINGS UNIT,A,25.07 inches,4 mph,182 degrees ,98 deg. F,117 deg. F ,25 % ,13.3 volts,4.6 (unk),191 degrees,9 mph,904 w/m2,17093423
-92.19111,33.15556,6616,FELSENTHAL NWR,17475099,2023/07/24 18:23:43+00,8379806A,037302,105,,33.15556,-92.19111,AR,Union,FWS,REGION 4,FELSENTHAL NWR,,A,38.98 inches,2 mph,63 degrees ,92 deg. F,NO DATA,50 % ,13.2 volts,NO DATA,125 degrees,9 mph,856 w/m2,17475099
-116.20861,43.56528,6617,PRAWS 15,18911063,1900/01/01 00:00:00+00,32416F08,,2865,,43.56528,-116.20861,ID,Ada,BLM,R9 Columbia Pac NW,BLM/NIFC,RAWS,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18911055
-118.91559,35.8911600000001,6618,FOUNTAIN SPRINGS,17093677,2023/07/24 20:00:54+00,CA229522,044731,794,,35.89116,-118.91559,CA,Tulare,S&PF,CALIFORNIA,CDF,TULARE UNIT,A,18.82 inches,6 mph,289 degrees ,95 deg. F,109 deg. F ,20 % ,13.2 volts,4.8 (unk),278 degrees,14 mph,852 w/m2,17093676
-118.55257,37.3910100000001,6619,OWENS VALLEY,17100589,2023/07/24 19:54:44+00,CA49F15E,044803,4650,Site Located at Owens Valley Conservation Camp,37.39101,-118.55257,CA,Inyo,S&PF,CALIFORNIA,CDF,SAN BERNARDINO UNIT,A,14.6 inches,6 mph,11 degrees ,91 deg. F,108 deg. F ,29 % ,13.2 volts,4.7 (unk),52 degrees,14 mph,988 w/m2,17100588
-113.79428,35.61497,6621,MUSIC MOUNTAIN,16792110,2023/07/24 19:52:55+00,3258E60C,020119,5375,"STATION SITS IN A SHALLOW VALLEY ON THE EAST SLOPE OF THE
MUSIC MTNS. HUALAPAI INDIAN RES. 2 3/4 MILES EAST. GRAND
WASH CLIFFS APPROX MI SW. ROLLING HILLS AND DRAWS ALL AROUND
SAGE, SCRUB OAK,MANZANITA,JUNIPER,PINION ALL AROUND.",35.61497,-113.79428,AZ,Mohave,BLM,R8 Lower CO Basin,COLORADO RIVER,WASHINGTON D.C.,A,13.06 inches,7 mph,228 degrees ,93 deg. F,NO DATA,24 % ,13.1 volts,NO DATA,206 degrees,19 mph,942 w/m2,16792110
-80.27417,34.6619400000001,6622,CAROLINA SANDHILLS,17358875,2023/07/24 17:14:34+00,8376C5F2,381201,394,The station is located in a 5 year old pine plantation on aridge top at the north end of the Refuge.  Its locationshould represent the most extreme conditions on the refuge.,34.66194,-80.27417,SC,Chesterfield,FWS,REGION 4,CAROLINA SANDHILLS,,A,25.47 inches,8 mph,48 degrees ,84 deg. F,NO DATA,62 % ,13.2 volts,NO DATA,10 degrees,12 mph,791 w/m2,17358875
-113.79563,35.78013,6623,TRUXTON CANYON,17346078,2023/07/24 17:14:05+00,327C873E,020120,5304,,35.78013,-113.79563,AZ,Mohave,BIA,Western,Truxton Canyon Agen.,,A,8.83 inches,10 mph,181 degrees ,88 deg. F,NO DATA,27 % ,13.5 volts,NO DATA,172 degrees,22 mph,765 w/m2,17346078
-114.53456,34.80758,6624,HAVASU,16795960,2023/07/24 19:52:44+00,325846F4,020118,475,"Station is located in a bare field in the Havasu Wildlife
Refuge. Salt Cedar surrounds the station.
Colorado River & CA/AZ border appox 1/4 mile West. Topock
Marsh appox 1 1/2 mile East. Needles Ca 3 1/2 miles NW. New canal runs east-west just north of RAWS.",34.80758,-114.53456,AZ,Mohave,BLM,R8 Lower CO Basin,YUMA,WASHINGTON D.C.,A,1.02 inches,5 mph,100 degrees ,114 deg. F,NO DATA,16 % ,13.2 volts,NO DATA,149 degrees,12 mph,945 w/m2,16795960
-103.72167,32.17972,6625,PADUCA,16836651,2023/07/24 18:39:54+00,325B6716,293202,3510,"STA. SITS 150 YARDS SSE OF A GALVANIZED/COVERED TANK
(15 FT. DIA.).  STA. IS INSIDE A WELL-FENCED RANGE CONSER-
VATION RESEARCH AREA (APROX. 200 X 800 YARDS). FREE-STANDING
RANGE STOCK COVERED AREA IS JUST OUTSIDE FENCED AREA TO THE
NNW (NEXT TO THE TANK).",32.17972,-103.72167,NM,Lea,BLM,R7 Upper CO Basin,CARLSBAD,WASHINGTON D.C.,A,7.97 inches,9 mph,165 degrees ,99 deg. F,114 deg. F ,18 % ,13 volts,5.6 (unk),169 degrees,20 mph,963 w/m2,16836651
-123.52379,40.46302,6627,MAD RIVER,17155898,2023/07/24 19:53:24+00,3242B0BC,040507,2873,STATION LOCATED ON THE MAD RIVER FOREST SERVICE COMPOUNDAPPROXIMATELY 1000 FT FROM HIGHWAY 36. THE STATION IS SET UPABOUT 125 FEET FROM THE FIRE STATION. IT IS ON A RIDGE TOPWITH A SOUTHEAST EXPOSURE.,40.46302,-123.52379,CA,Trinity,USFS,05,SIX RIVERS NF,MAD RIVER,A,55.47 inches,3 mph,299 degrees ,79 deg. F,89 deg. F ,31 % ,13.3 volts,8.5 (unk),284 degrees,10 mph,951 w/m2,17155898
-91.25558,46.58513,6632,WASHBURN,17061416,2023/07/24 20:02:04+00,3336379C,470207,1260,"THE STATION IS LOCATED AT A NATURAL GAS PIPELINE PUMPING
STATION ON AN OPEN GRASSY AREA. (Phone # for pumping station: 715-372-4383)
LEGAL: T47N R7W S4 NWNW, LAT: 46 38 11 LON: 91 12 5",46.58513,-91.25558,WI,Bayfield,USFS,09,CHEQUAMEGON-NICOLET,WASHBURN RD,A,15.32 inches,4 mph,9 degrees ,81 deg. F,92 deg. F ,51 % ,13.3 volts,9.4 (unk),25 degrees,9 mph,761 w/m2,17061416
-116.20833,43.5650000000001,6644,IRAWS 35 ,17993854,1900/01/01 00:00:00+00,32D225F8,,2865,,43.565,-116.20833,ID,Ada,BLM,R9 Columbia Pac NW,BLM/NIFC,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17993852
-79.63197,37.9701900000001,6645,EASTERN DIVIDE PORTABLE,18924068,1900/01/01 00:00:00+00,AAC3903C,,1375,,37.97019,-79.63197,VA,Bath,USFS,08,G.WASH & JEFFERSON,11-EASTERN DIVIDE RD,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18924066
-119.9474,37.4643,6646,CALFIRE PORTABLE 44,19119629,2023/07/22 20:14:55+00,32A12988,,3456,,37.4643,-119.9474,CA,Mariposa,S&PF,CALIFORNIA,CDF,,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19119628
-84.5475,30.27525,6654,WAKULLA PORTABLE,17489512,1900/01/01 00:00:00+00,328B27E6,,100,ANF BU 246 (Prescribed Fire),30.27525,-84.5475,FL,Leon,USFS,08,NF'S IN FLORIDA,APALACHICOLA NF,A,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17489509
-91.8108,33.59979,6660,UAM,17513241,2023/07/24 20:00:24+00,328BA1F2,036901,275,,33.59979,-91.8108,AR,Drew,S&PF,ARKANSAS,ARKANSAS FORESTRY,,A,40.79 inches,2 mph,164 degrees ,94 deg. F,111 deg. F ,47 % ,13.2 volts,6.6 (unk),283 degrees,8 mph,808 w/m2,17513241
-102.18972,31.9430600000001,6661,MIDLAND,17310758,2023/07/24 20:03:34+00,8841C092,419202,2802,,31.94306,-102.18972,TX,Midland,S&PF,TEXAS,TEXAS FOREST SERVICE,West,A,2.34 inches,4 mph,155 degrees ,103 deg. F,118 deg. F ,15 % ,13.1 volts,4.1 (unk),119 degrees,16 mph,991 w/m2,17310758
-92.39942,34.2764300000001,6663,SHERIDAN,17368095,2023/07/24 17:10:14+00,072016F6,035102,272,Located at the arkansas forestry office hwy 35 south,34.27643,-92.39942,AR,Grant,S&PF,ARKANSAS,ARKANSAS FORESTRY,,A,37.65 inches,2 mph,315 degrees ,92 deg. F,110 deg. F ,49 % ,13.2 volts,9.7 (unk),136 degrees,6 mph,798 w/m2,17368095
-78.25717,34.4769700000001,6666,NC FIRE RAWS #3,17430330,1900/01/01 00:00:00+00,407063FE,317990,7,,34.47697,-78.25717,NC,Bladen,S&PF,NORTH CAROLINA,DIV. OF FOREST RES.,D13 RAWS,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17430326
-82.1032499999999,40.0098600000001,6671,BLUE ROCK,17366819,2023/07/24 19:50:24+00,6140358A,336001,932,,40.00986,-82.10325,OH,Muskingum,S&PF,OHIO,OHIO DIV.OF FORESTRY,OHIO DIV OF FORESTRY,A,24.32 inches,4 mph,254 degrees ,85 deg. F,97 deg. F ,52 % ,13.2 volts,7.7 (unk),265 degrees,12 mph,711 w/m2,17366819
-103.88667,30.60056,6680,FORT DAVIS,17427487,2023/07/24 20:03:44+00,8841B602,417201,4764,,30.60056,-103.88667,TX,Jeff Davis,S&PF,TEXAS,TEXAS FOREST SERVICE,West,A,3.29 inches,10 mph,70 degrees ,93 deg. F,108 deg. F ,17 % ,13.1 volts,3.7 (unk),94 degrees,19 mph,986 w/m2,17427487
-104.13661,30.64608,6682,WOLF DEN DMP,19251725,2023/07/24 19:58:54+00,AAC0B1DE,417202,7064,,30.64608,-104.13661,TX,Jeff Davis,S&PF,TEXAS,TEXAS FOREST SERVICE,Western,A,4.38 inches,7 mph,49 degrees ,86 deg. F,103 deg. F ,21 % ,13.2 volts,7.1 (unk),95 degrees,22 mph,962 w/m2,19251725
-122.70222,38.02806,6686,BARNABY,17096251,2023/07/24 17:11:15+00,FA5033DC,042308,810,"Station is located on a small bench on the upper third of a
steep slope.  The slope is mostly grass with minimal brush.",38.02806,-122.70222,CA,Marin,NPS,PACIFIC WEST,POINT REYES N.SEASH.,POINT REYES NS,A,60.95 inches,6 mph,360 degrees ,59 deg. F,NO DATA,82 % ,13.6 volts,NO DATA,354 degrees,12 mph,603 w/m2,17096251
-124.37861,42.39556,6687,FLYNN PRAIRIE,17335077,2023/07/24 17:13:54+00,600074FE,352922,1543,,42.39556,-124.37861,OR,Curry,S&PF,OREGON,DEPT OF FORESTRY,,A,50.94 inches,3 mph,38 degrees ,69 deg. F,78 deg. F ,52 % ,13.5 volts,12.9 (unk),58 degrees,8 mph,592 w/m2,17335077
-124.3175,43.21,6688,SEVEN MILE CREEK,17334564,2023/07/24 17:13:34+00,60005212,352820,438,,43.21,-124.3175,OR,Coos,S&PF,OREGON,DEPT OF FORESTRY,,A,27.91 inches,5 mph,197 degrees ,70 deg. F,76 deg. F ,61 % ,13.4 volts,14.9 (unk),232 degrees,9 mph,421 w/m2,17334564
-159.72235,22.1297500000001,6689,MAKAHA RIDGE,17033004,2023/07/24 17:11:34+00,3286026C,495005,1800,The station is in a conifer forest situated on the western coast of Kauai.,22.12975,-159.72235,HI,Kauai,S&PF,HAWAII,DEPT OF LAND AND NR,DOFAWKA,A,32.67 inches,2 mph,91 degrees ,71 deg. F,68 deg. F ,76 % ,12.9 volts,21.3 (unk),114 degrees,9 mph,19 w/m2,17033004
-124.22333,42.9533300000001,6691,LONG PRAIRIE,17177893,2023/07/24 17:13:44+00,60006788,352819,1093,,42.95333,-124.22333,OR,Coos,S&PF,OREGON,DEPT OF FORESTRY,,A,32.42 inches,4 mph,343 degrees ,71 deg. F,77 deg. F ,57 % ,13.5 volts,13.9 (unk),330 degrees,8 mph,593 w/m2,17177893
-98.7417799999999,36.1375600000001,6693,SEILING,19559177,2023/07/24 19:47:54+00,32B32BE2,,1657,,36.13756,-98.74178,OK,Dewey,BIA,Southern Plains,,,A,20 inches,10 mph,202 degrees ,98 deg. F,NO DATA,35 % ,13.1 volts,NO DATA,200 degrees,20 mph,792 w/m2,19559177
